index,CAMIS,DBA,PHONE,loc,INSPECTION DATE,GRADE,new_grade,yelp_rating,yelp_categories,yelp_review_count,goog_lat,goog_lng
7428,50032900,NEW WIN CHINESE RESTAURANT,7185288775,"14406 243RD ST, QUEENS, 11422",2016-11-15,A,A,1.0,[u'chinese'],1.0,40.6601325,-73.7394912
7429,50032898,KENNEDY FRIED CHICKEN,7183537104,"1029 E 167TH ST, BRONX, 10459",2016-03-28,A,A,,,,40.826994899999995,-73.88820199999998
7430,50032895,NEW KINGS MEN KITCHEN,7185743923,"204 MALCOLM X BLVD, BROOKLYN, 11221",2016-02-21,A,A,3.0,[u'chinese'],8.0,40.68648109999999,-73.9297655
7431,50032894,MAXWELL RESTAURANT AND BAR,9178939933,"259A KINGSTON AVE, BROOKLYN, 11213",2016-05-18,A,A,4.0,"[u'cocktailbars', u'lounges', u'tradamerican']",8.0,40.670809000000006,-73.941801
7432,50032893,LA BELLA,7183928236,"4706 GREENPOINT AVE, QUEENS, 11104",2016-09-28,A,A,3.5,[u'pizza'],29.0,40.742368299999995,-73.91761770000001
7433,50032892,SUBWAY,7189488773,"4348B AMBOY RD, STATEN ISLAND, 10312",2016-05-10,A,A,,,,40.5453265,-74.15936769999998
7434,50032889,SHUN YUEN CHINESE RESTAURANT,7189333929,"234 E 194TH ST, BRONX, 10458",2016-03-29,A,A,,,,40.8652899,-73.8932827
7435,50032887,PARADA 47 MEXICAN RESTAURANT,2127573737,"526 W 47TH ST, MANHATTAN, 10036",2017-02-06,A,A,3.5,[u'mexican'],23.0,40.7632915,-73.9943304
7436,50032885,STOP & EAT,2122169196,"39 W 31ST ST, MANHATTAN, 10001",2016-03-24,A,A,5.0,"[u'korean', u'cafes']",1.0,40.7474381,-73.98765
7437,50032882,CULTURA PIZZA E VITA,9178620112,"151 MOTT ST, MANHATTAN, 10013",2016-05-13,A,A,4.0,[u'pizza'],49.0,40.7194535,-73.99653959999998
7438,50032878,SPOT SHOPPE,2126736745,"5 SAINT MARKS PL, MANHATTAN, 10003",2017-02-03,A,A,4.0,"[u'desserts', u'macarons', u'creperies']",2200.0,40.7293352,-73.98940429999998
7439,50032876,TANNER SMITH'S,9175172283,"204 W 55TH ST, MANHATTAN, 10019",2016-04-19,A,A,4.0,"[u'cocktailbars', u'newamerican', u'breakfast_brunch']",589.0,40.76429479999999,-73.9817005
7440,50032874,COUNTRY TASTE,7185288055,"14594 GUY R BREWER BLVD, QUEENS, 11434",2016-05-06,A,A,3.0,[u'newamerican'],3.0,40.6633609,-73.76860769999998
7441,50032873,JAMEX SPORTS BAR,3479489119,"3447 BAYCHESTER AVE, BRONX, 10469",2016-09-08,A,A,,,,40.8801547,-73.8381165
7442,50032872,TANDOORI MASALA,3473782396,"1695 BROADWAY, BROOKLYN, 11207",2016-10-26,A,A,4.0,[u'indpak'],105.0,40.6838869,-73.9121894
7443,50032865,TRUMP GOLF LINKS AT FERRY POINT,7844141555,"500 HUTCHINSON RIVER PKWY, BRONX, 10465",2016-05-12,A,A,3.5,[u'golf'],29.0,40.8109229,-73.83361690000001
7444,50032862,ISLAND TRINI BURGER,3477899955,"2093 NOSTRAND AVE, BROOKLYN, 11210",2017-02-16,A,A,4.0,"[u'newamerican', u'burgers']",65.0,40.634493,-73.94782529999998
7445,50032861,BOX KITE COFFEE,2125748202,"128 W 72ND ST, MANHATTAN, 10023",2016-05-10,A,A,4.0,"[u'coffee', u'breakfast_brunch', u'bars']",76.0,40.777863200000006,-73.97985859999999
7446,50032855,SWEET TOOTH  & CATERING,7185742580,"376 MARCUS GARVEY BLVD, BROOKLYN, 11221",2016-07-20,A,A,4.0,[u'bakeries'],22.0,40.684324200000006,-73.93830759999999
7447,50032853,VINNY'S LUNCHBOX,7182663138,"171 AVENUE U, BROOKLYN, 11223",2017-04-06,A,A,4.0,"[u'tradamerican', u'breakfast_brunch', u'newamerican']",27.0,40.596468,-73.97792799999998
7448,50032852,DAILY BAGEL,2123714907,"1111 1ST AVE, MANHATTAN, 10065",2016-11-15,A,A,2.5,"[u'coffee', u'bagels']",67.0,40.760892,-73.961434
7449,50032851,HAPPY ENDING,6469983184,"302 BROOME ST, MANHATTAN, 10002",2017-04-08,,A,1.5,"[u'modern_european', u'danceclubs']",51.0,40.7187529,-73.9922871
7450,50032844,DUMPLING GO,2122288855,"188 2ND AVE, MANHATTAN, 10003",2016-11-30,B,B,3.5,[u'chinese'],847.0,40.7307728,-73.98582499999998
7451,50032843,SPARTAN SOUVLAKI,7188333902,"8303 3RD AVE, BROOKLYN, 11209",2017-03-15,A,A,4.0,[u'greek'],34.0,40.625548200000004,-74.0302348
7452,50032842,RETRO FITNESS,6469186357,"1 NEW YORK PLZ, MANHATTAN, 10004",2016-05-23,A,A,3.0,[u'gyms'],30.0,40.7020841,-74.0118801
7453,50032836,HAPPY RESTAURANT,9175672882,"4028 MAIN ST, QUEENS, 11354",2017-02-14,B,B,3.5,"[u'foodstands', u'chinese']",35.0,40.7587475,-73.83015470000001
7454,50032834,GRADE COFFEE,3479874740,"101 N 8TH ST, BROOKLYN, 11249",2016-04-19,A,A,5.0,[u'coffee'],9.0,40.7198696,-73.9590806
7455,50032832,POPEYES LOUISIANA KITCHEN,7186305535,"1602 BRUCKNER BLVD, BRONX, 10473",2016-04-26,A,A,1.0,[u'hotdogs'],1.0,40.823986700000006,-73.8741041
7456,50032828,POKITO,9179091542,"155 S 4TH ST, BROOKLYN, 11211",2016-07-06,A,A,4.5,"[u'bars', u'asianfusion', u'newamerican']",64.0,40.7116734,-73.96184149999998
7457,50032827,THE RIBBON,2127875656,"20 W 72ND ST, MANHATTAN, 10023",2016-05-24,A,A,3.5,[u'newamerican'],207.0,40.77679620000001,-73.9773293
7458,50032825,CROWN FRIED CHICKEN,7184849333,"1604 NEWKIRK AVE, BROOKLYN, 11226",2016-06-23,B,B,2.0,[u'hotdogs'],4.0,40.635995799999996,-73.9623287
7459,50032822,RED LION INN & SUITES,7188559600,"279 BUTLER ST, BROOKLYN, 11217",2016-09-07,A,A,2.5,[u'hotels'],16.0,40.681416999999996,-73.98456399999998
7460,50032820,HOLIDAY INN EXPRESS,7187971133,"625 UNION ST, BROOKLYN, 11215",2016-12-20,A,A,2.5,"[u'hotels', u'venues']",59.0,40.678214200000006,-73.9844246
7461,50032812,TWIN DONUT,9147797100,"5099 BROADWAY, MANHATTAN, 10034",2016-03-03,A,A,3.0,[u'donuts'],28.0,40.871160700000004,-73.9146599
7462,50032800,TIEN LUNG CHINESE RESTAURANT,7188821556,"3966 WHITE PLAINS RD, BRONX, 10466",2016-03-01,A,A,,,,40.8874904,-73.86031109999998
7463,50032798,GONG CHA,2124650852,"12 W 32ND ST, MANHATTAN, 10001",2016-05-24,A,A,3.5,[u'bubbletea'],147.0,40.747355999999996,-73.98656899999999
7464,50032795,CHILLAX MANHATTAN BEACH CAFE,7183682445,"184 OXFORD ST, BROOKLYN, 11235",2017-02-06,A,A,4.0,"[u'coffee', u'breakfast_brunch', u'tradamerican']",40.0,40.57884,-73.938232
7465,50032794,HAMA,5168804050,"11 W 51ST ST, MANHATTAN, 10019",2017-01-30,A,A,4.0,"[u'sushi', u'japanese']",175.0,40.759786,-73.977638
7466,50032793,BLACK FLAMINGO,7183873337,"168 BORINQUEN PL, BROOKLYN, 11211",2017-01-19,B,B,4.0,"[u'cocktailbars', u'vegetarian', u'danceclubs']",61.0,40.710480600000004,-73.9540968
7467,50032788,WASSAIL,6469186835,"162 ORCHARD ST, MANHATTAN, 10002",2016-03-15,A,A,4.0,"[u'newamerican', u'cocktailbars']",183.0,40.721095399999996,-73.98871770000001
7468,50032787,CAFE DUSHANBE,7186769404,"1788 SHEEPSHEAD BAY RD, BROOKLYN, 11235",2016-09-06,A,A,4.5,"[u'russian', u'mideastern', u'uzbek']",39.0,40.58400030000001,-73.9509516
7469,50032783,GINZA,2128887898,"800 LEXINGTON AVE, MANHATTAN, 10065",2016-11-10,A,A,3.5,[u'japanese'],145.0,40.76394929999999,-73.96692449999998
7470,50032782,CHRIS CARIBBEAN & AMERICAN RESTAURANT,7185766005,"576 ROGERS AVE, BROOKLYN, 11225",2016-12-22,,,,,,40.657768,-73.953509
7471,50032780,ABITINO'S PIZZA(CONCOURSE C),7182441344,"ONE JFK INTERNATIONAL AIRPORT, QUEENS, 11430",2016-06-09,A,A,,,,40.64554469999999,-73.78695809999998
7472,50032779,VAN LEEUWEN ARTISAN ICE CREAM,9174751448,"181 WAVERLY PL, MANHATTAN, 10014",2016-12-12,A,A,4.5,"[u'icecream', u'desserts', u'coffee']",190.0,40.7343589,-74.00128509999998
7473,50032777,SKYLINE DINER,7183471195,"27127 UNION TPKE, QUEENS, 11040",2017-01-27,A,A,3.0,[u'diners'],49.0,40.7520152,-73.702646
7474,50032771,WEST SIDE CAFE AND PIZZA,2127699939,"218 W 72ND ST, MANHATTAN, 10023",2017-01-12,A,A,3.5,"[u'sandwiches', u'bakeries', u'salad']",115.0,40.77905639999999,-73.98267899999998
7475,50032768,La Dinastia Latin-Chinese Cuisine,2123623801,"145 W 72ND ST, MANHATTAN, 10023",2016-11-21,A,A,3.5,"[u'asianfusion', u'chinese', u'latin']",114.0,40.7780946,-73.9804046
7476,50032762,MIS ANGELITOS BAKERY,7184310001,"4003 5TH AVE, BROOKLYN, 11232",2016-10-21,A,A,4.0,"[u'mexican', u'bakeries']",8.0,40.6505739,-74.004628
7477,50032756,NEW SECHUN GARDEN KITCHEN,2126666868,"2076 8TH AVE, MANHATTAN, 10026",2016-04-07,A,A,,,,40.8021514,-73.95702899999998
7478,50032753,AGAVI ORGANIC JUICE BAR,2123908042,"72 E 7TH ST, MANHATTAN, 10003",2017-03-09,A,A,4.5,"[u'juicebars', u'acaibowls']",94.0,40.727181,-73.986786
7479,50032750,FATHER KNOWS BEST,7189756840,"611A WILSON AVE, BROOKLYN, 11207",2016-11-03,A,A,4.5,"[u'bars', u'cafes']",63.0,40.6901735,-73.9069755
7480,50032749,JERRY'S COFFEE SHOP,7188238073,"970 LONGWOOD AVE, BRONX, 10459",2016-11-17,B,B,,,,40.8173951,-73.89803640000001
7481,50032746,JAZZY WEST INDIAN AND AMERICAN RESTAURANT,3476275239,"586 ALBANY AVE, BROOKLYN, 11203",2017-01-06,,,,,,40.66032149999999,-73.939993
7482,50032742,KING TAI,7185131025,"1095 BERGEN ST, BROOKLYN, 11216",2016-05-09,A,A,4.0,[u'cocktailbars'],44.0,40.676208,-73.9494859
7483,50032740,MAKANA,2129963534,"2245 1ST AVE, MANHATTAN, 10029",2016-03-17,A,A,3.5,"[u'bbq', u'japanese', u'hawaiian']",124.0,40.795568100000004,-73.9357321
7484,50032739,M AND M OKUN JUICE BAR,7189753560,"4930 20TH AVE, BROOKLYN, 11204",2016-02-04,A,A,,,,40.625541999999996,-73.976911
7485,50032737,KAM'S KITCHEN,7185251167,"21709 LINDEN BLVD, QUEENS, 11411",2016-09-14,A,A,3.5,[u'chinese'],14.0,40.6958614,-73.7424317
7486,50032730,PARIS SANDWICH,2122263828,"217 GRAND ST, MANHATTAN, 10013",2016-10-18,A,A,3.0,[u'sandwiches'],138.0,40.7187111,-73.99607089999998
7487,50032726,KRAJA CAFE,7183511551,"837 FATHER CAPODANNO BLVD, STATEN ISLAND, 10305",2017-02-28,B,B,,,,40.57553239999999,-74.0835548
7488,50032725,PAPA JOHN'S,7182188282,"604 GRAND ST, BROOKLYN, 11211",2016-04-05,A,A,2.0,[u'pizza'],39.0,40.71103799999999,-73.947867
7489,50032724,CHEONG HEI RESTAURANT,7184786688,"8148 BAXTER AVE, QUEENS, 11373",2016-12-08,A,A,,,,40.746203,-73.883189
7490,50032723,SAM'S SPRING ROLL,2127777211,"23 ESSEX ST, MANHATTAN, 10002",2016-10-18,A,A,4.0,"[u'asianfusion', u'comfortfood']",96.0,40.71543399999999,-73.99008309999998
7491,50032722,LINCOLN FRIED CHICKEN,7188609813,"1487 WESTCHESTER AVE, BRONX, 10472",2017-04-11,,B,,,,40.8286141,-73.8807197
7492,50032718,THE SMILE NEWSSTAND,9177283023,"177 FRANKLIN ST, MANHATTAN, 10013",2016-03-24,A,A,,,,40.7191565,-74.0094608
7493,50032715,SUGAR HILL CAFE,2122342024,"410 W 145TH ST, MANHATTAN, 10031",2016-03-30,A,A,4.5,"[u'coffee', u'cafes']",195.0,40.824202299999996,-73.9456001
7494,50032708,STARBUCKS,7186790452,"1 JFK INTL AIRPORT BLVD, QUEENS, 11430",2017-02-07,A,A,,,,40.6413111,-73.77813909999998
7495,50032704,BY CHLOE,2122908000,"185 BLEECKER ST, MANHATTAN, 10012",2016-11-15,A,A,4.0,"[u'vegan', u'burgers', u'icecream']",1150.0,40.729115500000006,-74.00104509999998
7496,50032701,KUU,2125717177,"20 JOHN ST, MANHATTAN, 10038",2017-01-25,A,A,4.0,[u'ramen'],301.0,40.7097715,-74.00875079999999
7497,50032691,KONDO JAPANESE RESTAURANT,3476171236,"2913 BROADWAY, QUEENS, 11106",2016-04-15,A,A,4.0,"[u'japanese', u'sushi']",115.0,40.762676,-73.9263323
7498,50032689,LIU'S SHANGHAI INC,7182566868,"1869 BATH AVE, BROOKLYN, 11214",2017-03-01,,B,,,,40.6028977,-74.00385820000001
7499,50032688,BEDOUIN TENT,7188525555,"405 ATLANTIC AVE, BROOKLYN, 11217",2016-11-21,A,A,4.0,[u'mideastern'],473.0,40.6868244,-73.9845546
7500,50032685,FAMILY CHEF RESTAURANT & PIZZERIA,3472695111,"1381 OGDEN AVE, BRONX, 10452",2016-09-28,A,A,,,,40.8420949,-73.9246646
7501,50032681,STARBUCKS,2124727972,"245 E 80TH ST, MANHATTAN, 10075",2017-04-13,A,A,3.5,[u'coffee'],35.0,40.7743309,-73.95473419999998
7502,50032678,PAPA POULE,9179326514,"189 LAFAYETTE ST, MANHATTAN, 10013",2016-03-30,A,A,4.0,"[u'chickenshop', u'french']",25.0,40.7207406,-73.9982597
7503,50032677,DANIELA'S CAFE,7184310999,"3901 NEW UTRECHT AVE, BROOKLYN, 11219",2017-01-05,A,A,4.0,"[u'latin', u'cafes', u'juicebars']",8.0,40.6451244,-73.9944055
7504,50032670,TAQUERIA SANTA FE,7182699946,"4708 47TH AVE, QUEENS, 11377",2017-02-16,A,A,4.5,[u'mexican'],204.0,40.7408325,-73.9178627
7505,50032663,NEW TONG & TACO 88,7183319259,"7524 18TH AVE, BROOKLYN, 11214",2016-07-21,A,A,,,,40.613036,-73.99673299999998
7506,50032662,SCAVELLO'S ON THE ISLAND,3476803865,"101 CITY ISLAND AVE, BRONX, 10464",2016-08-03,A,A,,,,40.8410033,-73.7841588
7507,50032659,GREAT DRAGON LIN CHINESE RESTAURANT,7188715300,"4224 8TH AVE, BROOKLYN, 11232",2017-03-02,A,A,,,,40.6451312,-73.9995321
7508,50032657,EMPIRE GARDEN,7184283861,"6117 SPRINGFIELD BLVD, QUEENS, 11364",2016-08-22,A,A,3.5,"[u'chinese', u'taiwanese']",70.0,40.748580100000005,-73.7560462
7509,50032656,ROCHAMBEAU ISLAND KITCHEN,7189942566,"3505 ROCHAMBEAU AVE, BRONX, 10467",2016-05-05,A,A,,,,40.881915899999996,-73.879436
7510,50032654,JAVELINA,2125390202,"119 E 18TH ST, MANHATTAN, 10003",2017-04-10,,B,3.5,"[u'tex-mex', u'southern', u'mexican']",300.0,40.7368568,-73.9874069
7511,50032652,LAS DELICIAS RESTAURANT & BAKERY,7184604911,"1801 COLLEGE POINT BLVD, QUEENS, 11356",2017-03-23,A,A,2.5,[u'bakeries'],19.0,40.783100299999994,-73.84573950000001
7512,50032646,ANGELO'S PIZZA,7183265757,"5764 MASPETH AVE, QUEENS, 11378",2016-12-29,A,A,3.5,[u'pizza'],9.0,40.72313740000001,-73.91216539999998
7513,50032643,PLAYA BETTY'S,2127120777,"320 AMSTERDAM AVE, MANHATTAN, 10023",2017-01-05,A,A,3.5,"[u'mexican', u'tradamerican', u'bars']",301.0,40.780879,-73.980368
7514,50032642,DELICACY,2126974444,"12 E 44TH ST, MANHATTAN, 10017",2017-04-13,A,A,4.0,"[u'korean', u'buffets', u'tradamerican']",42.0,40.754402899999995,-73.979035
7515,50032637,O' CAFE,2122295700,"79 5TH AVE, MANHATTAN, 10003",2016-10-27,A,A,4.0,"[u'coffee', u'sandwiches', u'breakfast_brunch']",264.0,40.7370364,-73.99239890000001
7516,50032633,FILTERED,9179519215,"1616 AMSTERDAM AVE, MANHATTAN, 10031",2016-05-04,A,A,4.5,"[u'internetcafe', u'coffee', u'bagels']",52.0,40.8220641,-73.95037889999998
7517,50032632,HONEYBEE PATISSERIE,9175871248,"6514 BAY PKWY, BROOKLYN, 11204",2016-06-18,A,A,4.0,"[u'desserts', u'french', u'coffee']",136.0,40.6135045,-73.98179370000003
7518,50032629,LOOSIE ROUGE,7183842904,"91 S 6TH ST, BROOKLYN, 11249",2016-10-06,,,4.0,"[u'cocktailbars', u'newamerican', u'pianobars']",45.0,40.7108779,-73.9649708
7519,50032626,LOTUS CAFE,2125674109,"151 DYCKMAN ST, MANHATTAN, 10040",2016-08-13,,,2.0,"[u'hookah_bars', u'spanish', u'lounges']",15.0,40.8633885,-73.92589620000001
7520,50032623,L'INDUSRIE PIZZERIA,7185990002,"254 S 2ND ST, BROOKLYN, 11211",2017-01-31,A,A,,,,40.711583600000004,-73.9578707
7521,50032621,JAMESON'S BAR AND RESTAURANT,2125880146,"975 2ND AVE, MANHATTAN, 10022",2016-04-27,A,A,4.0,"[u'irish', u'gastropubs', u'irish_pubs']",38.0,40.7558957,-73.9677895
7522,50032620,BAREBURGER,7189372273,"4819 VERNON BLVD, QUEENS, 11101",2017-03-17,A,A,4.0,"[u'burgers', u'salad', u'tradamerican']",150.0,40.743464,-73.953525
7523,50032619,MASALA CLUB,2127497800,"254 W 108TH ST, MANHATTAN, 10025",2017-01-11,A,A,3.5,[u'indpak'],24.0,40.8026164,-73.9671422
7524,50032618,DAEJI DAEJI KOREAN BBQ,7188866797,"4108 149TH PL, QUEENS, 11355",2017-04-13,,C,4.5,"[u'korean', u'bbq']",55.0,40.762015500000004,-73.81482439999998
7525,50032599,WILD GINGER,7182188828,"182 N 10TH ST, BROOKLYN, 11211",2016-12-01,A,A,3.5,"[u'asianfusion', u'vegan']",72.0,40.7188851,-73.95537159999998
7526,50032597,M & R PIZZA,7186530008,"7 E 208TH ST, BRONX, 10467",2016-12-05,A,A,4.0,"[u'pizza', u'italian']",17.0,40.880756,-73.88301440000001
7527,50032596,THE FOOD SERMON,7184847555,"355 ROGERS AVE, BROOKLYN, 11225",2016-09-22,A,A,4.5,[u'caribbean'],147.0,40.664762200000006,-73.95376479999999
7528,50032595,GOEMON CURRY,2122261262,"29 KENMARE ST, MANHATTAN, 10012",2016-05-26,A,A,4.0,"[u'japanese', u'soup', u'vegetarian']",68.0,40.720838,-73.99509990000001
7529,50032593,KENNEDY FRIED CHICKEN PIZZA AND GRILL,7186574819,"8770 PARSONS BLVD, QUEENS, 11432",2016-10-26,,,,,,40.7089016,-73.80398869999998
7530,50032592,MAD 46,2126619600,"45 E 45TH ST, MANHATTAN, 10017",2016-04-29,,,,,,40.754750099999995,-73.97747869999998
7531,50032591,YAYO'S AT 59 RESTAURANT,7184925634,"5823 4TH AVE, BROOKLYN, 11220",2016-10-26,A,A,3.0,[u'latin'],30.0,40.641476000000004,-74.01766070000001
7532,50032589,BAR CATALINA,2125414000,"675 9TH AVE, MANHATTAN, 10036",2017-04-13,Z,B,4.5,"[u'bars', u'pizza', u'italian']",145.0,40.7614549,-73.99072530000001
7533,50032585,DRAGON CITY RESTAURANT,7186580088,"9510 SUTPHIN BLVD, QUEENS, 11435",2016-05-25,A,A,3.5,[u'chinese'],6.0,40.6980292,-73.8064753
7534,50032584,YAN KEE BEEF JERKY,2129651206,"44 CANAL ST, MANHATTAN, 10002",2016-10-18,A,A,,,,40.714595,-73.9915067
7535,50032583,MUSE CAFE,7187885800,"497 6TH AVE, BROOKLYN, 11215",2016-10-27,A,A,4.0,[u'cafes'],71.0,40.6664034,-73.9853073
7536,50032578,EQUINOX BROOKFIELD PLACE,6466307573,"225 LIBERTY ST, MANHATTAN, 10281",2016-05-17,A,A,3.0,"[u'gyms', u'sports_clubs', u'spas']",38.0,,
7537,50032577,KISMET CATERERS,7188285510,"1995 WESTCHESTER AVE, BRONX, 10462",2017-02-15,A,A,4.0,[u'catering'],1.0,40.8335295,-73.8578952
7538,50019284,ENCUENTRO RESTAURANT,7187794245,"3729 103RD ST, QUEENS, 11368",2016-10-04,A,A,1.0,"[u'dominican', u'beer_and_wine', u'latin']",1.0,40.7524919,-73.8637827
7539,50019282,SUBWAY,9293281257,"6818 ROOSEVELT AVE, QUEENS, 11377",2016-03-30,A,A,,,,40.74628320000001,-73.89667759999998
7540,50019278,THAISM,7188340505,"278 SMITH ST, BROOKLYN, 11231",2017-02-21,,C,3.5,[u'thai'],76.0,40.682407899999994,-73.9933897
7541,50019277,LENWICH,2125322653,"459 PARK AVE S, MANHATTAN, 10016",2016-12-22,A,A,3.0,"[u'breakfast_brunch', u'sandwiches', u'salad']",41.0,40.745673,-73.9826815
7542,50019276,OH BAGELS CAFE,7185395329,"34-30 UNION ST, QUEENS, 11354",2017-04-13,Z,C,4.0,"[u'coffee', u'bagels']",8.0,40.765939,-73.828101
7543,50019274,VALL'S PIZZERIA,7187202333,"1924 RICHMOND TER, STATEN ISLAND, 10302",2017-03-15,A,A,,,,40.6377657,-74.1288151
7544,50019273,SUBWAY,6462443736,"221 E BROADWAY, MANHATTAN, 10002",2016-04-11,A,A,2.5,"[u'sandwiches', u'hotdogs']",14.0,40.7141089,-73.98701849999998
7545,50019263,APPLEBEE'S,7187925000,"1776 EASTCHESTER RD, BRONX, 10461",2016-05-09,A,A,,,,40.8493305,-73.8424845
7546,50019260,LEO'S DELI & GRILL,3474629400,"604 E 102ND ST, BROOKLYN, 11236",2016-12-12,A,A,1.5,"[u'newamerican', u'delis']",4.0,40.6489102,-73.9000343
7547,50019253,JO JO PIZZA & BURGERS,7182920601,"231B E 149TH ST, BRONX, 10451",2016-11-29,A,A,3.5,[u'tradamerican'],6.0,40.817930200000006,-73.9243007
7548,50019248,EL VIEJO YAYO RESTAURANT & BAR,7183223920,"9712 101ST AVE, QUEENS, 11416",2017-02-13,B,B,3.0,[u'spanish'],50.0,40.684644399999996,-73.8436368
7549,50019243,BUFFALO WILD WINGS,7185499453,"193 W 237TH ST, BRONX, 10463",2016-04-25,A,A,2.5,"[u'sportsbars', u'tradamerican', u'chicken_wings']",131.0,40.8844445,-73.89991459999999
7550,50019242,RICHNESS  RESTAURANT,3475171503,"1063 RUTLAND RD, BROOKLYN, 11212",2016-03-14,A,A,5.0,[u'seafood'],1.0,40.6637551,-73.92471300000003
7551,50019239,NOMADO 33,2128892833,"165 E 33RD ST, MANHATTAN, 10016",2017-04-12,,C,3.5,"[u'japanese', u'sushi']",248.0,40.7452911,-73.97916590000001
7552,50019235,JIN CHENG RESTAURANT,7189611668,"14238 ROOSEVELT AVE, QUEENS, 11354",2017-04-11,A,A,3.0,"[u'dimsum', u'seafood', u'cantonese']",43.0,40.76078589999999,-73.8252375
7553,50019234,CHINA WOK RESTAURANT,7187718888,"869 NOSTRAND AVE, BROOKLYN, 11225",2016-12-19,A,A,,,,40.666992,-73.9507689
7554,50019233,MARTHA STEWART CAFE,2128278789,"601 W 26TH ST, MANHATTAN, 10001",2016-11-16,A,A,4.0,"[u'coffee', u'bakeries']",5.0,40.751572100000004,-74.0064993
7555,50019232,KIMBOB NARA,7188880787,"15302A NORTHERN BLVD, QUEENS, 11354",2016-10-06,A,A,3.0,[u'korean'],1.0,40.764643299999996,-73.8119305
7556,50019231,NACHO MACHO TACO,7186222727,"417 PROSPECT PL, BROOKLYN, 11238",2017-02-28,A,A,4.5,[u'mexican'],160.0,40.67637379999999,-73.9627308
7557,50019228,PANDA RESTAURANT,7185180612,"791 LYDIG AVE, BRONX, 10462",2016-12-28,A,A,4.0,[u'chinese'],3.0,40.8544294,-73.86410490000002
7558,50019227,THAI HOLIC,7182229992,"372 MYRTLE AVE, BROOKLYN, 11205",2016-04-13,A,A,4.5,"[u'thai', u'salad']",208.0,40.6931819,-73.97126639999998
7559,50019221,ICHIGO SUSHI RESTAURANT,7188338818,"7308 3RD AVE, BROOKLYN, 11209",2016-12-20,A,A,4.0,[u'sushi'],44.0,40.632529299999995,-74.027355
7560,50019215,RIVERDALE CITY GRILL,9145198866,"3541 RIVERDALE AVE, BRONX, 10463",2017-01-17,B,B,,,,40.8806368,-73.9104109
7561,50019209,ROCCO'S TACOS & TEQUILA BAR,7182468226,"339 ADAMS ST, BROOKLYN, 11201",2016-11-29,A,A,3.5,"[u'bars', u'mexican']",728.0,40.6931929,-73.98838429999998
7562,50019205,KWIE'S KITCHEN,9179668879,"721 SARATOGA AVE, BROOKLYN, 11212",2017-02-28,,B,,,,40.663037,-73.91549599999998
7563,50019204,ESCAPE INTERNATIONAL CUISINE,7186841860,"1841 HOBART AVE, BRONX, 10461",2017-01-11,A,A,4.0,[u'latin'],52.0,40.8484101,-73.83142140000001
7564,50019203,SOPHIES CUBAN CUISINE,2126086769,"76 FULTON ST, MANHATTAN, 10038",2016-07-18,A,A,3.5,[u'cuban'],78.0,40.70893299999999,-74.00553810000002
7565,50019201,CHARLEY'S GRILLED SUBS,2012335992,"9015 QUEENS BLVD, QUEENS, 11373",2016-04-09,A,A,2.5,[u'sandwiches'],23.0,40.7344589,-73.87049710000002
7566,50019200,HAWA SMOOTHIE,9176409569,"422 E 14 ST, MANHATTAN, 10009",2016-10-19,A,A,4.5,"[u'coffee', u'bubbletea', u'juicebars']",77.0,40.730613299999995,-73.9816151
7567,50019199,TOKYO BAY,7188368688,"611 86TH ST, BROOKLYN, 11209",2017-03-30,,B,3.0,"[u'japanese', u'sushi']",19.0,40.6203709,-74.0239275
7568,50019198,NOODLE HOUSE,7188198205,"5609 MARATHON PKWY, QUEENS, 11362",2016-12-19,A,A,3.5,"[u'szechuan', u'noodles']",90.0,40.760093299999994,-73.7315747
7569,50019189,TRU-JERK,7184132997,"21917 MERRICK BLVD, QUEENS, 11413",2016-04-23,A,A,,,,40.6793883,-73.74948289999998
7570,50019187,BLACK GOLD,3472278227,"424 3RD AVE, BROOKLYN, 11215",2016-10-11,A,A,,,,40.672778799999996,-73.98992940000001
7571,50019181,MADMAN ESPRESSO,6467081111,"336 W 37TH ST, MANHATTAN, 10018",2016-06-30,A,A,4.5,[u'coffee'],61.0,40.7547177,-73.99389819999998
7572,50019179,PARIS BAGUETTE CAFE,2126780404,"2568 BROADWAY, MANHATTAN, 10025",2016-05-12,,,3.5,"[u'bakeries', u'coffee']",44.0,40.795013,-73.97120129999998
7573,50019178,PARIS BAGUETTE,7187970404,"97 COURT ST, BROOKLYN, 11201",2016-04-27,A,A,4.0,"[u'coffee', u'bakeries']",92.0,40.6910605,-73.99164990000001
7574,50019176,ROAST KITCHEN,2125299100,"870 BROADWAY, MANHATTAN, 10003",2017-01-10,A,A,3.0,"[u'salad', u'vegetarian']",134.0,40.73751,-73.9898709
7575,50019174,WING WORLD,7183709464,"876 MANOR RD, STATEN ISLAND, 10314",2017-02-01,A,A,3.5,"[u'chicken_wings', u'burgers']",18.0,40.60526249999999,-74.1211058
7576,50019168,T BAAR,7187608399,"3766 90TH ST, QUEENS, 11372",2016-04-12,A,A,4.0,"[u'coffee', u'bubbletea', u'juicebars']",7.0,40.748671200000004,-73.87664529999998
7577,50019166,MAITE,7183663090,"159 CENTRAL AVE, BROOKLYN, 11221",2017-02-08,,A,4.5,"[u'bars', u'newamerican', u'spanish']",97.0,40.6990899,-73.9269209
